chrom	max_dist_coloc_ratio	pearson_R	pearson_P	spearman_R	spearman_P
chr8	maxdist_250nm_colocalization_ratio	0.08923730822242487	4.401405942277246e-05	0.09698078436713477	8.935728827962222e-06
chr8	maxdist_300nm_colocalization_ratio	0.09314489478001464	1.999135293307463e-05	0.10184762542216334	3.079136116875233e-06
chr8	maxdist_350nm_colocalization_ratio	0.09921548628361838	5.512101560460729e-06	0.10553580538333757	1.3291058639982875e-06
chr8	maxdist_400nm_colocalization_ratio	0.10764110559695331	8.123823879513313e-07	0.11265119976304443	2.4252685693543663e-07
chr8	maxdist_450nm_colocalization_ratio	0.11461699854340847	1.4876754828816924e-07	0.11898341743241563	4.879583208753325e-08
chr8	maxdist_500nm_colocalization_ratio	0.119096348432779	4.738371343933148e-08	0.1243670834161938	1.1676220716163057e-08
chr10	maxdist_50nm_colocalization_ratio				
chr10	maxdist_100nm_colocalization_ratio	0.3099768600184867	7.723305068333995e-49	0.22621430026303083	3.270977392645066e-26
chr10	maxdist_150nm_colocalization_ratio	0.4058668943294115	5.8243445969367885e-251	0.2832118812545415	1.1499396674150246e-117
chr10	maxdist_200nm_colocalization_ratio	0.4148143256228281	1.870136465479973e-309	0.3112477346277582	5.870468519290944e-168
chr10	maxdist_250nm_colocalization_ratio	0.3893019739861027	4.0126694990092454e-271	0.3166875275100849	4.3022527262974765e-175
chr10	maxdist_300nm_colocalization_ratio	0.34960083208303844	1.7254995456720475e-215	0.313308956167709	3.1810543870884174e-171
chr10	maxdist_350nm_colocalization_ratio	0.3128247934848736	1.1294394179363281e-170	0.30704305013912403	3.505414534796274e-164
chr10	maxdist_400nm_colocalization_ratio	0.2802478060474769	5.669809939382083e-136	0.2934598789202937	1.6820823489224323e-149
chr10	maxdist_450nm_colocalization_ratio	0.24913526730299113	5.98084718611069e-107	0.2705086214304477	1.8227693551785168e-126
chr10	maxdist_500nm_colocalization_ratio	0.21853283923466937	3.9657301889196364e-82	0.23953382523904193	8.994963743659497e-99
chr11	maxdist_50nm_colocalization_ratio				
chr11	maxdist_100nm_colocalization_ratio	0.15764302664677024	0.0025953358694583246	0.1477398326173397	0.00479327854936762
chr11	maxdist_150nm_colocalization_ratio	0.3516325273194787	2.945428141776817e-82	0.30757828080675137	2.1261873994603832e-62
chr11	maxdist_200nm_colocalization_ratio	0.4013252263171819	3.0699917786998797e-180	0.312846923868843	1.542142753767179e-106
chr11	maxdist_250nm_colocalization_ratio	0.38481213453282126	5.609626670490815e-182	0.3026533616745977	6.860448026157367e-110
chr11	maxdist_300nm_colocalization_ratio	0.3539159605423784	5.41409079995753e-153	0.2985829618941711	2.35210774540858e-107
chr11	maxdist_350nm_colocalization_ratio	0.31553396530012856	2.501560747216169e-120	0.28995134654764526	4.464349762875668e-101
chr11	maxdist_400nm_colocalization_ratio	0.28011623025069765	3.464789426182738e-94	0.27725664543538286	3.096616375467929e-92
chr11	maxdist_450nm_colocalization_ratio	0.253615038927577	5.529227326976113e-77	0.26294951757243334	8.063359558591914e-83
chr11	maxdist_500nm_colocalization_ratio	0.231626384624247	3.593937621880881e-64	0.24512528945452686	6.979472488464878e-72
chr12	maxdist_50nm_colocalization_ratio				
chr12	maxdist_100nm_colocalization_ratio	0.1120533409400393	0.03234043491173817	0.11980726237537422	0.022061054602028705
chr12	maxdist_150nm_colocalization_ratio	0.1264510668148059	1.5248459039728187e-05	0.09290832859521025	0.0015145119541689939
chr12	maxdist_200nm_colocalization_ratio	0.14270098733331024	2.0750110743828697e-07	0.10498077985390793	0.00013844720399598708
chr12	maxdist_250nm_colocalization_ratio	0.1277380479521506	3.229744134597118e-06	0.11141936397430861	4.9734976281233965e-05
chr12	maxdist_300nm_colocalization_ratio	0.11834850296307403	1.6259203356838023e-05	0.10904806324427668	7.187151825782151e-05
chr12	maxdist_350nm_colocalization_ratio	0.10774705140428971	8.768594973292848e-05	0.10543899020435789	0.0001241103226352106
chr12	maxdist_400nm_colocalization_ratio	0.098979805593539	0.00031631944152593747	0.1018720580620554	0.00020944954558590608
chr12	maxdist_450nm_colocalization_ratio	0.08840234205809532	0.0013041273185161126	0.0943208711679102	0.000600800547008321
chr12	maxdist_500nm_colocalization_ratio	0.07774928761275761	0.0047078127635673565	0.08346649537010264	0.0024060559368465208
chr13	maxdist_50nm_colocalization_ratio	-0.03592106040535498	0.6399160907475963	-0.035921060405354976	0.6399160907475986
chr13	maxdist_100nm_colocalization_ratio	0.10231417342764657	0.01792258786005379	0.0853892253845751	0.04837656845553054
chr13	maxdist_150nm_colocalization_ratio	0.17108641399695282	1.1067830222860771e-07	0.14324476976835382	9.228567711577798e-06
chr13	maxdist_200nm_colocalization_ratio	0.20593279228526878	6.99516070226059e-13	0.14541149014673957	4.6084479559539457e-07
chr13	maxdist_250nm_colocalization_ratio	0.1907446147505991	3.248420521996462e-12	0.13764312767265613	5.593971460079889e-07
chr13	maxdist_300nm_colocalization_ratio	0.17042649966581866	2.9339718161369143e-10	0.13669333267830933	4.6198743486869315e-07
chr13	maxdist_350nm_colocalization_ratio	0.14800570547041947	4.6243717902200103e-08	0.12517746127568682	3.93245655695583e-06
chr13	maxdist_400nm_colocalization_ratio	0.130258853975346	1.5565388652462398e-06	0.11176452083320733	3.836466240237523e-05
chr13	maxdist_450nm_colocalization_ratio	0.11842916635710143	1.2752207165509181e-05	0.10210648589168056	0.00017033747745834026
chr13	maxdist_500nm_colocalization_ratio	0.10612984975875879	9.293425901918627e-05	0.09015387186867167	0.0009086552809754811
chr14	maxdist_50nm_colocalization_ratio				
chr14	maxdist_100nm_colocalization_ratio	0.24028762158953892	6.560621507777098e-41	0.2273114032038368	1.1116200141901626e-36
chr14	maxdist_150nm_colocalization_ratio	0.36985819097419304	2.1263765761341558e-251	0.296487246469316	5.014102420538704e-158
chr14	maxdist_200nm_colocalization_ratio	0.37981001006949366	3.2524627598578033e-288	0.306465752437308	3.00417905748101e-183
chr14	maxdist_250nm_colocalization_ratio	0.3623472552099116	6.889036315024762e-261	0.30849548889760886	5.619593483096594e-186
chr14	maxdist_300nm_colocalization_ratio	0.33435782807729775	4.46643823204866e-220	0.3086288782331188	3.822970945155833e-186
chr14	maxdist_350nm_colocalization_ratio	0.3043259265618934	8.61905728799267e-181	0.3039420067312061	2.562594003078817e-180
chr14	maxdist_400nm_colocalization_ratio	0.27600176622193107	9.00513249883174e-148	0.29205469533967304	5.1117647605578115e-166
chr14	maxdist_450nm_colocalization_ratio	0.2513479647607745	4.6256565623484696e-122	0.2736287388144501	3.545943215619101e-145
chr14	maxdist_500nm_colocalization_ratio	0.22944673395231405	1.7210424378600135e-101	0.248769752317916	1.5706000705256378e-119
chr15	maxdist_50nm_colocalization_ratio				
chr15	maxdist_100nm_colocalization_ratio	0.028718700624942542	0.5393960492779974	0.03736997531523433	0.4244522394211039
chr15	maxdist_150nm_colocalization_ratio	0.12245050507484227	5.525747476117088e-12	0.1076251473793185	1.4323995269013025e-09
chr15	maxdist_200nm_colocalization_ratio	0.17071599904373377	3.7371040974428906e-28	0.14757831276400366	2.2448551224619457e-21
chr15	maxdist_250nm_colocalization_ratio	0.15900490451694416	6.470162926275176e-25	0.1371549841982062	6.866351096549424e-19
chr15	maxdist_300nm_colocalization_ratio	0.14388410207346858	9.379340133828344e-21	0.12695749226776154	1.8084700140271296e-16
chr15	maxdist_350nm_colocalization_ratio	0.12005434053676572	4.968733437800786e-15	0.11241714737939273	2.3631908809466034e-13
chr15	maxdist_400nm_colocalization_ratio	0.09462468119028142	5.553040897070572e-10	0.09633144320610576	2.7013111079418646e-10
chr15	maxdist_450nm_colocalization_ratio	0.08049043652537494	1.1280053824970425e-07	0.08536906038016327	1.828735190607666e-08
chr15	maxdist_500nm_colocalization_ratio	0.07261639272190112	1.5405766275433845e-06	0.07675934711449821	3.7569480552872893e-07
chr16	maxdist_50nm_colocalization_ratio				
chr16	maxdist_100nm_colocalization_ratio	0.14784514133430454	2.6627888488689405e-06	0.12914468532045775	4.204053401364404e-05
chr16	maxdist_150nm_colocalization_ratio	0.2653643147151571	1.5631670986035427e-87	0.17751063580149068	2.1468913074895482e-39
chr16	maxdist_200nm_colocalization_ratio	0.26337195649516887	2.943651058831758e-116	0.1725770223345402	5.627253389051265e-50
chr16	maxdist_250nm_colocalization_ratio	0.24872388576849286	4.5928676544897614e-107	0.1739548621709919	1.751764706881705e-52
chr16	maxdist_300nm_colocalization_ratio	0.22227394587674476	2.1740296478778012e-85	0.1664783683807238	3.497876213086633e-48
chr16	maxdist_350nm_colocalization_ratio	0.19362223147883073	7.44555991550518e-65	0.15718649791457226	4.411291797744034e-43
chr16	maxdist_400nm_colocalization_ratio	0.16931463544593767	8.428980994874688e-50	0.14595578901182255	2.5337423358803044e-37
chr16	maxdist_450nm_colocalization_ratio	0.15173190876248113	3.1400156164488e-40	0.13447492181360987	6.868487508040037e-32
chr16	maxdist_500nm_colocalization_ratio	0.13943489243424673	3.5131339979053467e-34	0.12472930328086362	1.2357955535682514e-27
chr17	maxdist_50nm_colocalization_ratio				
chr17	maxdist_100nm_colocalization_ratio	0.07224620176073844	0.07041335150030524	0.07733870518770294	0.052727832105614963
chr17	maxdist_150nm_colocalization_ratio	0.1830804594980008	2.5128029250245702e-28	0.1704734420207359	1.0035998779723009e-24
chr17	maxdist_200nm_colocalization_ratio	0.19663789766300363	3.995140274250044e-42	0.16758964890201783	6.602087413176699e-31
chr17	maxdist_250nm_colocalization_ratio	0.18950725336087762	1.404180698117248e-39	0.16729125703863068	4.237655476230743e-31
chr17	maxdist_300nm_colocalization_ratio	0.17905481385080035	1.8861288753265307e-35	0.16760507526522156	3.2738055127463435e-31
chr17	maxdist_350nm_colocalization_ratio	0.16406685122783043	5.8340545113482514e-30	0.16085540158718886	7.539311952029986e-29
chr17	maxdist_400nm_colocalization_ratio	0.14662018518084335	3.3911290954881366e-24	0.14626244048372317	4.380971020823281e-24
chr17	maxdist_450nm_colocalization_ratio	0.12318671990590524	1.7064483591540194e-17	0.12220305534027637	3.073803181406392e-17
chr17	maxdist_500nm_colocalization_ratio	0.10028876836438788	4.484396698529105e-12	0.0969120969165277	2.2801093111136732e-11
chr18	maxdist_50nm_colocalization_ratio	-0.04490132550669373	0.8040432639178426	-0.04490132550669373	0.8040432639178428
chr18	maxdist_100nm_colocalization_ratio	0.06702370594716735	0.04382413333285151	0.06349735573928171	0.056198668227441316
chr18	maxdist_150nm_colocalization_ratio	0.2483478961547645	5.135793870286635e-47	0.18305303111177043	5.844708658649537e-26
chr18	maxdist_200nm_colocalization_ratio	0.24441552803581854	1.6464227992090532e-52	0.1848195452657701	2.2178054185531287e-30
chr18	maxdist_250nm_colocalization_ratio	0.2181442552540613	6.23227904625165e-42	0.18161737848338733	2.2332693344340597e-29
chr18	maxdist_300nm_colocalization_ratio	0.2037908884834163	1.0500961466274165e-36	0.17827585575772764	2.376525569529526e-28
chr18	maxdist_350nm_colocalization_ratio	0.18280901504002312	9.502599379261536e-30	0.1658672853420622	1.0355352891948527e-24
chr18	maxdist_400nm_colocalization_ratio	0.16551055544133553	1.3054095130232995e-24	0.1532987484617368	2.6545027179769146e-21
chr18	maxdist_450nm_colocalization_ratio	0.1517031628058042	6.870107864173265e-21	0.13702524617056663	2.6862141773157145e-17
chr18	maxdist_500nm_colocalization_ratio	0.13672317469744694	3.1562473182166094e-17	0.11622938377816608	7.720703272645745e-13
chr19	maxdist_50nm_colocalization_ratio	-0.04309971159206155	0.6639818681338117	-0.043099711592061565	0.663981868133811
chr19	maxdist_100nm_colocalization_ratio	0.021411543343798134	0.4503543024071486	0.03952160620704223	0.16342449214418447
chr19	maxdist_150nm_colocalization_ratio	0.09453802490201846	1.0977503372213829e-05	0.05936666913159881	0.0058264626009510816
chr19	maxdist_200nm_colocalization_ratio	0.11664663674280637	7.267370632042726e-09	0.08523664047037448	2.4406647274552343e-05
chr19	maxdist_250nm_colocalization_ratio	0.1026611820040842	2.9028137618038185e-07	0.07693798902647625	0.00012309635224574242
chr19	maxdist_300nm_colocalization_ratio	0.09361324640855694	2.9061624692193497e-06	0.08529881657246419	2.0413375812532887e-05
chr19	maxdist_350nm_colocalization_ratio	0.08063063368141293	5.664209417411972e-05	0.08236083531572932	3.904298002705389e-05
chr19	maxdist_400nm_colocalization_ratio	0.06591883810161778	0.001002057514869929	0.07535422096205881	0.0001684802127924139
chr19	maxdist_450nm_colocalization_ratio	0.055957526799654544	0.005239333573966915	0.0669230562078448	0.0008372415858907713
chr19	maxdist_500nm_colocalization_ratio	0.04655552890892596	0.02021811805699288	0.05468750961807886	0.006362768752982235
