chrom	max_dist_coloc_ratio	pearson_R	pearson_P	spearman_R	spearman_P
chr3	maxdist_450nm_colocalization_ratio	0.4009023965350166	5.445992273176357e-280	0.5353093398299817	0.0
chr3	maxdist_500nm_colocalization_ratio	0.3794038119503076	1.3154227219472205e-248	0.5381232756817195	0.0
chr4	maxdist_50nm_colocalization_ratio	0.08731526029205827	4.099728944019897e-11	0.059177726112503694	7.86609116433461e-06
chr4	maxdist_100nm_colocalization_ratio	0.41675080146679744	3.670334316483848e-238	0.3081557634638776	1.547426723453206e-125
chr4	maxdist_150nm_colocalization_ratio	0.4985278258795527	0.0	0.3866937942172506	1.6134351985869942e-202
chr4	maxdist_200nm_colocalization_ratio	0.49501840230571875	0.0	0.3998609755371992	1.1131938214861222e-217
chr4	maxdist_250nm_colocalization_ratio	0.46257139491070715	5.2801009730558e-300	0.40217792621209564	2.025733358870687e-220
chr4	maxdist_300nm_colocalization_ratio	0.42357060422201004	8.998368372344259e-247	0.39913349791208513	7.986773658994166e-217
chr4	maxdist_350nm_colocalization_ratio	0.38985289589997735	4.297112225538959e-206	0.3987001888186739	2.5768803350484817e-216
chr4	maxdist_400nm_colocalization_ratio	0.3575886596677423	2.1642341345823852e-171	0.39582977243385803	5.779994173534532e-213
chr4	maxdist_450nm_colocalization_ratio	0.3279884466627603	6.430080465898842e-143	0.3896466697725427	7.37439821967943e-206
chr4	maxdist_500nm_colocalization_ratio	0.3064693709284342	4.045362552542937e-124	0.38591823744175646	1.2003381814453256e-201
chr5	maxdist_50nm_colocalization_ratio	0.08024481556028454	2.5843196150139903e-17	0.05646277269043412	2.6707122737274634e-09
chr5	maxdist_100nm_colocalization_ratio	0.4817729370329303	0.0	0.3865476867626913	0.0
chr5	maxdist_150nm_colocalization_ratio	0.600956584110796	0.0	0.5161554613669409	0.0
chr5	maxdist_200nm_colocalization_ratio	0.6015618733107142	0.0	0.535961688092807	0.0
chr5	maxdist_250nm_colocalization_ratio	0.5784427738128013	0.0	0.5405729188534332	0.0
chr5	maxdist_300nm_colocalization_ratio	0.54541614408137	0.0	0.5404191020464563	0.0
chr5	maxdist_350nm_colocalization_ratio	0.512671657008621	0.0	0.5376755811739912	0.0
chr5	maxdist_400nm_colocalization_ratio	0.48324075631371793	0.0	0.5305130859946596	0.0
chr5	maxdist_450nm_colocalization_ratio	0.46024499614345726	0.0	0.5231385554134285	0.0
chr5	maxdist_500nm_colocalization_ratio	0.4429429123771287	0.0	0.5131455513821933	0.0
chr6	maxdist_50nm_colocalization_ratio	0.12325219573218385	1.3693408498681253e-36	0.10116284791208267	3.8964229942528132e-25
chr6	maxdist_100nm_colocalization_ratio	0.536810557140294	0.0	0.3924027949622582	0.0
chr6	maxdist_150nm_colocalization_ratio	0.6132065617359883	0.0	0.48735989386547657	0.0
chr6	maxdist_200nm_colocalization_ratio	0.6028301173051394	0.0	0.5044015181196262	0.0
chr6	maxdist_250nm_colocalization_ratio	0.5659520742538304	0.0	0.5089011606090443	0.0
chr6	maxdist_300nm_colocalization_ratio	0.5178517379699177	0.0	0.5075055375000264	0.0
chr6	maxdist_350nm_colocalization_ratio	0.4668313362969761	0.0	0.5048561673486306	0.0
chr6	maxdist_400nm_colocalization_ratio	0.41802165884136233	0.0	0.49763744869959753	0.0
chr6	maxdist_450nm_colocalization_ratio	0.37740139799628386	0.0	0.4889429217056976	0.0
chr6	maxdist_500nm_colocalization_ratio	0.3451935647714002	1.1250473239717396e-289	0.4776789534090058	0.0
chr7	maxdist_50nm_colocalization_ratio	0.04677594872143344	0.0001995223341557609	0.019545679349766483	0.12028729281093396
chr7	maxdist_100nm_colocalization_ratio	0.5577819583684865	0.0	0.35705985127938	2.3392462149395757e-189
chr7	maxdist_150nm_colocalization_ratio	0.7305319917715383	0.0	0.5540224301377004	0.0
chr7	maxdist_200nm_colocalization_ratio	0.73552475921578	0.0	0.6040056107595568	0.0
chr7	maxdist_250nm_colocalization_ratio	0.7094599407026905	0.0	0.6167229045607874	0.0
chr7	maxdist_300nm_colocalization_ratio	0.6730273309650636	0.0	0.6186922666478026	0.0
chr7	maxdist_350nm_colocalization_ratio	0.6323459248407008	0.0	0.6190079656819303	0.0
chr7	maxdist_400nm_colocalization_ratio	0.5918309806081556	0.0	0.6152727635948947	0.0
chr7	maxdist_450nm_colocalization_ratio	0.5523686289581713	0.0	0.6120094557611572	0.0
chr7	maxdist_500nm_colocalization_ratio	0.5182946716134281	0.0	0.6095623687635416	0.0
chr8	maxdist_50nm_colocalization_ratio	0.1289748945137623	1.1647730228687988e-18	0.07931634490119702	6.34708549028438e-08
chr8	maxdist_100nm_colocalization_ratio	0.3799389807669148	3.522042691668137e-159	0.3267389011827757	7.942749337265159e-116
chr8	maxdist_150nm_colocalization_ratio	0.43316643527058507	1.7272523249542224e-211	0.3827284338495229	1.09025618670787e-161
chr8	maxdist_200nm_colocalization_ratio	0.42971319938201513	8.444642945936786e-208	0.38955503956308013	6.199657938368137e-168
chr8	maxdist_250nm_colocalization_ratio	0.4169595398057583	1.529139756082008e-194	0.3919382510187701	3.775154036371689e-170
chr8	maxdist_300nm_colocalization_ratio	0.39509289990964713	4.131023974491662e-173	0.38758743055132727	4.0519962240030165e-166
chr8	maxdist_350nm_colocalization_ratio	0.3731581227353166	3.506392788947966e-153	0.3835025453492854	2.1717689232567584e-162
chr8	maxdist_400nm_colocalization_ratio	0.3519697770264437	2.4041521310168025e-135	0.38026532752398556	1.7967789959833007e-159
chr8	maxdist_450nm_colocalization_ratio	0.33064630189342853	9.902334618700081e-119	0.37508758991056906	7.123787389773906e-155
chr8	maxdist_500nm_colocalization_ratio	0.3117486537212138	4.463091812960322e-105	0.3692479886170957	8.685752533214309e-150
chr9	maxdist_50nm_colocalization_ratio	0.23681879848389578	1.4019819197960102e-102	0.16431532176129135	1.280453090182981e-49
chr9	maxdist_100nm_colocalization_ratio	0.6755926840493554	0.0	0.5237796212078002	0.0
chr9	maxdist_150nm_colocalization_ratio	0.7569409350323439	0.0	0.624827492793718	0.0
chr9	maxdist_200nm_colocalization_ratio	0.7477731705349686	0.0	0.643887239001787	0.0
chr9	maxdist_250nm_colocalization_ratio	0.7091277271832392	0.0	0.6456650302118745	0.0
chr9	maxdist_300nm_colocalization_ratio	0.6558552609509128	0.0	0.6453247600707925	0.0
chr9	maxdist_350nm_colocalization_ratio	0.5965697959886238	0.0	0.6428099530266917	0.0
chr9	maxdist_400nm_colocalization_ratio	0.5401747657311234	0.0	0.6393883537386253	0.0
chr9	maxdist_450nm_colocalization_ratio	0.4906363964352234	0.0	0.6348721154627961	0.0
chr9	maxdist_500nm_colocalization_ratio	0.4514705803766765	0.0	0.6315813343122443	0.0
chr10	maxdist_50nm_colocalization_ratio	0.13876390770928437	2.02386015215124e-38	0.07328096520021038	9.043924980793993e-12
chr10	maxdist_100nm_colocalization_ratio	0.6632205113370101	0.0	0.47472377588358683	0.0
chr10	maxdist_150nm_colocalization_ratio	0.7605111242039171	0.0	0.6354716474562232	0.0
chr10	maxdist_200nm_colocalization_ratio	0.7451753622946826	0.0	0.6518466219130071	0.0
chr10	maxdist_250nm_colocalization_ratio	0.6959660449045377	0.0	0.6515796468620069	0.0
chr10	maxdist_300nm_colocalization_ratio	0.6379288044723729	0.0	0.6459019484881485	0.0
chr10	maxdist_350nm_colocalization_ratio	0.5796607821869126	0.0	0.637058135667016	0.0
chr10	maxdist_400nm_colocalization_ratio	0.5296878346606391	0.0	0.6289095758201807	0.0
chr10	maxdist_450nm_colocalization_ratio	0.4875426682422142	0.0	0.6182440878538661	0.0
chr10	maxdist_500nm_colocalization_ratio	0.4542952267934875	0.0	0.610165708794682	0.0
chr11	maxdist_50nm_colocalization_ratio	0.17541319361189012	1.4759015515117192e-51	0.12240615503893162	8.733534072625059e-26
chr11	maxdist_100nm_colocalization_ratio	0.6458826696042237	0.0	0.4627261022402783	0.0
chr11	maxdist_150nm_colocalization_ratio	0.7874839027250982	0.0	0.6149204994130473	0.0
chr11	maxdist_200nm_colocalization_ratio	0.7837910850166849	0.0	0.6421889739573499	0.0
chr11	maxdist_250nm_colocalization_ratio	0.7430922486511617	0.0	0.6459215566800464	0.0
chr11	maxdist_300nm_colocalization_ratio	0.6873506030032616	0.0	0.6454784382380439	0.0
chr11	maxdist_350nm_colocalization_ratio	0.626898455976596	0.0	0.6423090143828084	0.0
chr11	maxdist_400nm_colocalization_ratio	0.5699231910203866	0.0	0.6399985848791588	0.0
chr11	maxdist_450nm_colocalization_ratio	0.5198581931315671	0.0	0.6356741411939677	0.0
chr11	maxdist_500nm_colocalization_ratio	0.476669896956111	0.0	0.6303992827572991	0.0
chr12	maxdist_50nm_colocalization_ratio	0.04715559400313034	0.00364744947554385	0.05703412177530088	0.0004363504637061067
chr12	maxdist_100nm_colocalization_ratio	0.3822915442670943	1.820254253222168e-132	0.3008101612379206	2.7020813279222694e-80
chr12	maxdist_150nm_colocalization_ratio	0.4959982260061101	3.893046051740952e-235	0.39502169308230106	4.314427385652323e-142
chr12	maxdist_200nm_colocalization_ratio	0.48247066811740985	8.933297089112194e-221	0.39990318000610187	6.758918822251892e-146
chr12	maxdist_250nm_colocalization_ratio	0.4610081187730134	2.817916382426644e-199	0.40123872290253876	5.992873489648512e-147
chr12	maxdist_300nm_colocalization_ratio	0.4299358208877567	9.289461074438883e-171	0.3989959963226778	3.482330705649221e-145
chr12	maxdist_350nm_colocalization_ratio	0.39338833512334503	7.831338678839476e-141	0.3964226492348677	3.5436645772733777e-143
chr12	maxdist_400nm_colocalization_ratio	0.36017632498677377	9.792916496319478e-117	0.39243104507147203	4.249767251989908e-140
chr12	maxdist_450nm_colocalization_ratio	0.3326330103693377	8.10486810339086e-99	0.39126252580257	3.3240861643440963e-139
chr12	maxdist_500nm_colocalization_ratio	0.3048554974935416	1.5914950927642834e-82	0.38440412807313074	4.922876516659489e-134
chr13	maxdist_50nm_colocalization_ratio	0.12476098185204308	1.5461731511466774e-12	0.10293941495603028	5.666305006431469e-09
chr13	maxdist_100nm_colocalization_ratio	0.5370661458531532	8.296128596752043e-238	0.32369317321476887	1.0993448545836548e-78
chr13	maxdist_150nm_colocalization_ratio	0.604091954935756	1.4732014e-316	0.455541462669761	3.3944304937534205e-163
chr13	maxdist_200nm_colocalization_ratio	0.5902324746099514	9.660456427543833e-299	0.4735306003082187	5.791689933508256e-178
chr13	maxdist_250nm_colocalization_ratio	0.544828644072664	4.967683447188195e-246	0.46992116967426706	6.270385060377084e-175
chr13	maxdist_300nm_colocalization_ratio	0.49092015747794404	4.1847986031371e-193	0.46261087342594676	6.800824065770759e-169
chr13	maxdist_350nm_colocalization_ratio	0.43837847693415244	6.566067328539766e-150	0.4533157430180937	1.982141653725843e-161
chr13	maxdist_400nm_colocalization_ratio	0.3970262077044116	6.913296462079571e-121	0.4423224305302478	6.782302554388563e-153
chr13	maxdist_450nm_colocalization_ratio	0.36356673703501774	2.9907511559364314e-100	0.429121099423782	4.703121202464164e-143
chr13	maxdist_500nm_colocalization_ratio	0.3356312032038535	8.201953781137863e-85	0.4169546232892381	2.3008064482022535e-134
chr14	maxdist_50nm_colocalization_ratio	0.19836910993796958	1.19717745688026e-84	0.15001591621705843	8.678000958888343e-49
chr14	maxdist_100nm_colocalization_ratio	0.6532477854768608	0.0	0.5134375335370046	0.0
chr14	maxdist_150nm_colocalization_ratio	0.7257806905637882	0.0	0.6269072682092492	0.0
chr14	maxdist_200nm_colocalization_ratio	0.7158833676701668	0.0	0.6406493711004515	0.0
chr14	maxdist_250nm_colocalization_ratio	0.6811397486358809	0.0	0.6406789396748406	0.0
chr14	maxdist_300nm_colocalization_ratio	0.6323961534424203	0.0	0.6384950829002031	0.0
chr14	maxdist_350nm_colocalization_ratio	0.5816610623568947	0.0	0.6347140572471659	0.0
chr14	maxdist_400nm_colocalization_ratio	0.5338094322062719	0.0	0.6320584316420865	0.0
chr14	maxdist_450nm_colocalization_ratio	0.49041676998568534	0.0	0.6282122840430746	0.0
chr14	maxdist_500nm_colocalization_ratio	0.453180673743012	0.0	0.6248298702432695	0.0
chr15	maxdist_50nm_colocalization_ratio	0.06584905619872028	4.17491870848997e-09	0.05311957093965985	2.145770917207994e-06
chr15	maxdist_100nm_colocalization_ratio	0.3599064937201985	8.737795535932688e-242	0.2888431797730639	1.309541853375071e-152
chr15	maxdist_150nm_colocalization_ratio	0.44127725599544415	0.0	0.38165232503987845	4.357088949286002e-274
chr15	maxdist_200nm_colocalization_ratio	0.4342600066794371	0.0	0.39800867967703424	4.591183410228546e-300
chr15	maxdist_250nm_colocalization_ratio	0.398606353247259	4.835951019985422e-301	0.3982687996481446	1.724920843878414e-300
chr15	maxdist_300nm_colocalization_ratio	0.35528110151574854	3.120750433844064e-235	0.39329344040868786	2.008373659600389e-292
chr15	maxdist_350nm_colocalization_ratio	0.305990395619149	5.971742217372688e-172	0.3855786649696085	3.449529169543847e-280
chr15	maxdist_400nm_colocalization_ratio	0.2517903407026149	3.125390480809973e-115	0.3746047959262007	2.409859595468261e-263
chr15	maxdist_450nm_colocalization_ratio	0.19957462873059975	3.1113753939659963e-72	0.36167666904031337	2.5381714213588338e-244
chr15	maxdist_500nm_colocalization_ratio	0.15741659033040745	2.759987639558997e-45	0.34463424312836183	1.465264466901481e-220
chr16	maxdist_50nm_colocalization_ratio	0.15892283046737535	6.026466633263269e-53	0.12269209257159674	4.2281129129289865e-32
chr16	maxdist_100nm_colocalization_ratio	0.6472699210863271	0.0	0.4531386494581667	0.0
chr16	maxdist_150nm_colocalization_ratio	0.7249054704634084	0.0	0.5705882510610875	0.0
chr16	maxdist_200nm_colocalization_ratio	0.7119600917424007	0.0	0.5913224004549685	0.0
chr16	maxdist_250nm_colocalization_ratio	0.670616520813651	0.0	0.5931692525295005	0.0
chr16	maxdist_300nm_colocalization_ratio	0.616136120815387	0.0	0.5911095945936191	0.0
chr16	maxdist_350nm_colocalization_ratio	0.5591002389453672	0.0	0.5881933365235967	0.0
chr16	maxdist_400nm_colocalization_ratio	0.5050096972609907	0.0	0.5837737035679351	0.0
chr16	maxdist_450nm_colocalization_ratio	0.45827790875393776	0.0	0.5788910549786357	0.0
chr16	maxdist_500nm_colocalization_ratio	0.417124894740765	0.0	0.5692818494369941	0.0
chr17	maxdist_50nm_colocalization_ratio	0.11598262181309936	8.46899156318606e-25	0.10164133140790814	2.180689398725055e-19
chr17	maxdist_100nm_colocalization_ratio	0.5022246203943108	0.0	0.41561943661727935	0.0
chr17	maxdist_150nm_colocalization_ratio	0.6014866899636129	0.0	0.5115802803561925	0.0
chr17	maxdist_200nm_colocalization_ratio	0.5903157528600785	0.0	0.519425085055625	0.0
chr17	maxdist_250nm_colocalization_ratio	0.5639714686842813	0.0	0.5194695342527902	0.0
chr17	maxdist_300nm_colocalization_ratio	0.5310937314345414	0.0	0.5176097173517159	0.0
chr17	maxdist_350nm_colocalization_ratio	0.4971624190471656	0.0	0.5153529169343825	0.0
chr17	maxdist_400nm_colocalization_ratio	0.4630287170651438	0.0	0.5105474182509558	0.0
chr17	maxdist_450nm_colocalization_ratio	0.43237124498922164	0.0	0.5039039949419137	0.0
chr17	maxdist_500nm_colocalization_ratio	0.40363943507893985	7.253499157511866e-304	0.49649812693919315	0.0
chr18	maxdist_50nm_colocalization_ratio	0.047827480880070744	8.892108524908605e-05	0.04349567168572167	0.0003656816667851674
chr18	maxdist_100nm_colocalization_ratio	0.34508526230894104	6.14274620039461e-187	0.26100342024488543	6.538966916651334e-105
chr18	maxdist_150nm_colocalization_ratio	0.46450209593411185	0.0	0.3876699158759823	1.631975421246457e-239
chr18	maxdist_200nm_colocalization_ratio	0.46121951225606983	0.0	0.4057345138710534	2.6149667015420916e-264
chr18	maxdist_250nm_colocalization_ratio	0.43792738136242315	1.76510585849e-312	0.4046059328806469	1.0285089276911105e-262
chr18	maxdist_300nm_colocalization_ratio	0.41214691260098546	1.7314291654005953e-273	0.40328369688196675	7.460140503863186e-261
chr18	maxdist_350nm_colocalization_ratio	0.38592829473334	3.3276252431936574e-237	0.4012820526996111	4.712411692208292e-258
chr18	maxdist_400nm_colocalization_ratio	0.36163419429799	2.0074005242939532e-206	0.3975069089503281	7.993890791677379e-253
chr18	maxdist_450nm_colocalization_ratio	0.34184543822497626	2.932611808116317e-183	0.39292662416766466	1.4343822719981681e-246
chr18	maxdist_500nm_colocalization_ratio	0.32631589585265597	3.157271703649959e-166	0.387376912819431	4.001506124873177e-239
chr19	maxdist_50nm_colocalization_ratio	0.01861485211159053	0.2041992088452111	0.012540906865890784	0.3923588602797399
chr19	maxdist_100nm_colocalization_ratio	0.2557989046223064	1.989193630128248e-70	0.18323117899738997	2.0182638918344798e-36
chr19	maxdist_150nm_colocalization_ratio	0.5209426161180942	3.36e-322	0.4778828274664436	3.1580778425081882e-264
chr19	maxdist_200nm_colocalization_ratio	0.5352574594898973	0.0	0.5097420816292303	2.605917691143046e-306
chr19	maxdist_250nm_colocalization_ratio	0.5176252396632992	1.972749e-317	0.5143919901472751	0.0
chr19	maxdist_300nm_colocalization_ratio	0.48504122818158646	2.6824667489387488e-273	0.5143123289404837	0.0
chr19	maxdist_350nm_colocalization_ratio	0.4472009576877064	1.0442495039783373e-227	0.513300045997001	0.0
chr19	maxdist_400nm_colocalization_ratio	0.4065852528165562	8.398804716226656e-185	0.5117383834066401	4.23997259377222e-309
chr19	maxdist_450nm_colocalization_ratio	0.369904195296111	7.25336954585209e-151	0.510337870324886	3.851748773324192e-307
chr19	maxdist_500nm_colocalization_ratio	0.3409162383117559	5.3314265925820855e-127	0.5077197360761643	1.6675013076757037e-303
